i	j	odmr:mTesla0	odmr:Gauss0	odmr:resonanceFrequency0	odmr:resonanceFrequency_err0	odmr:FWHM0	odmr:FWHM_err0	odmr:contrast0	odmr:contrast_err0	odmr:sensitivity0	odmr:integrationTime	odmr:intensity	afm:height	afm:amplitude	afm:phase	afm:frequency	afm:scanHeight	afm:refPointX	afm:refPointY	afm:refPointZ	afm:zDist	afm:success	moke:difference	moke:A	moke:B	moke:arctan((A-diff)/A)	moke:difference/(A+B)
0	0	12.937939723811894	129.37939723811894	2507414864.9189367	619221.31249163474	47097593.484850921	1760557.7198223555	0.20403518167630269	0.0053710025544466992	1.6602794755417637e-05	6.0985958399999962	146259.24120920277	-1.6824221645000001e-06	0.03036192341946	6.351	32134.897381250001	-1.5732839045000003e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	1	12.577724472509781	125.7772447250978	2517509879.9166689	1067250.8141537081	74815123.197173104	3069037.2010065806	0.14280597423351177	0.0040876579292921395	3.9883197425615316e-05	6.0880079999999968	130558.30412837835	-1.8381986700000001e-06	0.02334892792716	8.5510000000000002	32134.897381250001	-1.7282434400000001e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	2	12.886897215815374	128.86897215815372	2508845328.7371235	1204049.6576765755	89255066.478581712	3498037.371090407	0.14490551093254711	0.0039292823163721881	4.6679431801202993e-05	6.0033052799999966	131747.75612943684	-1.8323677570000001e-06	0.024300121834980003	9.3390000000000004	32134.897381250001	-1.7222927150000002e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	3	13.561409400935176	135.61409400935176	2489942157.3685503	652103.41740294395	57845351.595944136	1859189.4103727476	0.20136354755166513	0.0045475425582504492	2.24373949578331e-05	6.0897726399999961	124030.5746455586	-1.691118902e-06	0.024861615325380001	-6.6970000000000001	32134.897381250001	-1.5811726590000002e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	4	12.691180478590413	126.91180478590412	2514330280.8329916	910093.33920849324	64412742.069711961	2605236.1444283766	0.15701058717896765	0.0044475271561255272	3.0410602869469368e-05	6.0668323199999961	137700.03124134484	-1.6902602420000001e-06	0.024853578107820001	3.0289999999999999	32134.897381250001	-1.5792990840000001e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	5	3.8947777451606354	38.947777451606356	2979150957.9566751	7099357.4534468735	254280448.61562362	24838640.449744835	0.061004043018929838	0.0028282640742624196	0.0003440285350463015	6.0103638399999966	111075.47193016528	-1.7451604115000001e-06	0.024152303082240003	20.237000000000002	32134.897381250001	-1.6348599465000001e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	6	1.4819371927796534	14.819371927796535	2911531218.1611671	3881158.5201892462	291515113.72293234	14396597.227955999	0.099154414316978384	0.0021832176584473768	0.00021783186293225929	6.1409471999999967	137833.13427609351	-1.6797511335e-06	0.025269283403700001	15.709	32134.897381250001	-1.5698787170000002e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	7	6.2457495676223811	62.457495676223814	3045036829.5881681	2064268.3858017274	117356295.69505942	6164327.6973436559	0.092742613869107218	0.0032922688129230749	9.1988733835098984e-05	6.1180068799999967	143180.29011435184	-1.7777368015000001e-06	0.024649103183940001	32.524999999999999	32134.897381250001	-1.6676919710000001e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	8	2.8353013952770705	28.353013952770706	2949459184.4874644	3173889.7109516338	169689525.88937098	10445328.911775766	0.093199357517735767	0.0031461121258118951	0.00013256993999426664	6.0138931199999961	142722.52314321153	-1.7504600080000002e-06	0.024931079381460001	9.6010000000000009	32134.897381250001	-1.640441858e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	9	6.3312093792354842	63.312093792354844	3047431836.6757889	1746424.5043580295	96133456.73853302	5105778.6245330526	0.10185596112509875	0.0037230809325163282	7.1087828553063865e-05	6.1162422399999965	133377.97425106572	-1.8185426379999999e-06	0.024772032066840002	13.225	32134.897381250001	-1.7081728895e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	10	nan	nan	nan	nan	4.9999999999999999e-13	0	0	nan	nan	6.0297748799999962	131328.94938193788	-1.7892295355e-06	0.0249686561529	8.2949999999999999	32134.897381250001	-1.6791886100000001e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	11	4.8095905362108464	48.095905362108468	2735211457.8144894	1600300.5575716023	119040859.95931986	4788735.954778336	0.099628822314753243	0.0027036768170196394	8.134344818566253e-05	6.0297748799999962	163258.33378376486	-1.907772185e-06	0.025102310045400002	-2.0830000000000002	32134.897381250001	-1.797670039e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	12	2.7333916005986225	27.333916005986225	2793396832.5800414	747796.39467614645	51863853.336734802	2137384.5284423605	0.16492283513105888	0.004765676798757024	2.2565894894640638e-05	6.1074190399999964	146947.17918029096	-1.9030262240000001e-06	0.023933447490000002	3.2909999999999999	32134.897381250001	-1.7928465555000002e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	13	8.4908929298046605	84.908929298046601	3107956863.7381935	2001187.8373070345	106895964.49940608	5908666.2141173929	0.108882860251412	0.0041074807282292878	7.5225184003616094e-05	6.0156577599999963	128877.01244493677	-1.7980749820000001e-06	0.024863521630440002	-0.89300000000000002	32134.897381250001	-1.6879148275e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	14	12.828602956138283	128.28602956138283	3229520977.4545364	3346175.3444050378	137584122.68190062	10370610.044075802	0.10879609899679581	0.0042641955509906014	9.5890721854954586e-05	6.1144775999999963	131599.79521390356	-1.7878426720000001e-06	0.025029608867520002	1.401	32134.897381250001	-1.6777449040000001e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	15	15.676920950202261	156.76920950202262	3309344951.4935212	4880474.1782215582	204798797.70033124	16717205.268304419	0.065174139943490292	0.0028719187903340597	0.00022989744744619062	6.0562444799999966	141362.5230664401	-1.6733815175000001e-06	0.02482297913226	7.3550000000000004	32134.897381250001	-1.5633279420000001e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	16	14.260472428762441	142.60472428762441	3269649050.1796207	3214453.2393742064	146161094.91260475	10092586.241719332	0.068941622049531873	0.0030627377487070541	0.0001474564245831946	6.1144775999999963	156412.54454836837	-1.6734188405e-06	0.024634225502940001	11.429	32134.897381250001	-1.5633547380000001e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	17	13.53747022264249	135.37470222642492	3249386948.3174958	1606667.7992333823	69923698.09751977	4607122.7077760585	0.09897253911687981	0.0045608065930997253	5.2498081212296753e-05	6.0880079999999968	137034.80678737618	-1.5314913955e-06	0.026446323778920002	-5.6189999999999998	32134.897381250001	-1.421544124e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	18	12.852052270525515	128.52052270525516	3230178143.3562298	813158.93679885333	36414330.247084014	2305053.4509238526	0.17504948270228105	0.00782169715682428	1.4897889450377723e-05	6.1127129599999961	147527.13008137071	-1.5248813635e-06	0.024755277509160001	6.3730000000000002	32134.897381250001	-1.4147076130000002e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	19	12.896756347641102	128.96756347641102	3231430972.9555049	10352771.947392577	141878278.21424416	14948340.649078377	0.076318795477625823	0.0053088444767840082	0.00013540047983597053	6.0844787199999963	142635.22644056522	-1.3603182560000001e-06	0.024736113094140002	12.043000000000001	32134.897381250001	-1.250083659e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	20	12.736109654054426	127.36109654054425	3226928857.1366124	813360.23245033971	44403100.712794371	2309110.1472255569	0.16711814425085292	0.0061272845762168522	1.7992452810371369e-05	6.0615383999999963	165004.97629446688	-1.3540025895e-06	0.023961590830740002	12.325000000000001	32134.897381250001	-1.2439346865000001e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	21	nan	nan	nan	nan	4.9999999999999999e-13	0	0	nan	nan	6.0597737599999961	147248.07151876253	-1.2082352535000002e-06	0.025171228041540001	12.459	32134.897381250001	-1.0981659700000001e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	22	nan	nan	nan	nan	4.9999999999999999e-13	0	0	nan	nan	6.0950665599999967	141661.12732327578	-1.197307188e-06	0.024842104309440002	4.1630000000000003	32134.897381250001	-1.0871344110000001e-06	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	23	15.091837725220051	150.91837725220051	3292948022.4080195	3891619.252021905	191997692.55119371	13134336.111431872	0.086859365403416364	0.0035382412443444957	0.00015931004490563712	6.0721262399999967	145670.22572310691	-1.098560738e-06	0.024682615569120003	-7.8310000000000004	32134.897381250001	-9.8845790450000007e-07	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	24	nan	nan	nan	nan	4.9999999999999999e-13	0	0	nan	nan	6.0809494399999968	150102.38269634428	-1.1011933240000001e-06	0.025050061591620001	3.7090000000000001	32134.897381250001	-9.9102910499999993e-07	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	25	15.33313436718554	153.33134367185539	3299710349.1299968	5315316.7302425457	214515282.13497695	18156325.174756292	0.057816452769945008	0.0025367894759571151	0.00027216297548864017	6.0509505599999969	140622.20333196715	-9.8825174800000001e-07	0.024609901311960003	7.2370000000000001	32134.897381250001	-8.7820890850000009e-07	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	26	16.177653972319487	161.77653972319487	3323377970.2229075	1599190.188787705	83497703.464943126	4634345.041209246	0.093216862278618695	0.0035869081666371175	6.257439923055698e-05	6.0933019199999965	155047.62645997369	-9.7146667750000002e-07	0.025212833231220002	10.154999999999999	32134.897381250001	-8.6085839950000012e-07	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	27	13.143899824478492	131.43899824478493	3238357156.9420142	1972728.9151870527	72167861.380178913	5741085.4253951376	0.092744953982678485	0.0050943787185789803	5.5844670222408689e-05	6.0580091199999968	146906.8438774487	-9.1697263900000003e-07	0.02419674647568	13.903	32134.897381250001	-8.0687274250000002e-07	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	28	12.383871842993688	123.83871842993688	3217057409.5158558	1503137.7834468428	72977107.89745234	4321597.2093248926	0.11013745610723799	0.0045516682201424859	4.5807458114436106e-05	6.0933019199999965	158317.61049516493	-9.093001555e-07	0.024599450967240002	2.331	32134.897381250001	-7.9924213599999997e-07	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	29	19.493945622602553	194.93945622602553	3416316883.3462262	1201064.0448577954	51402938.02526094	3451030.7766745021	0.12605374405475847	0.0059077252238895267	2.909080208767051e-05	6.0368334399999961	148679.6031265028	-7.8401273500000007e-07	0.024536153791680001	13.000999999999999	32134.897381250001	-6.7398379950000008e-07	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	30	19.274814632931886	192.74814632931884	3410175747.9578805	5023291.5377475424	221509710.06529406	17808854.345314164	0.05662069813134725	0.0026021445647713276	0.00028038331853169743	6.0915372799999963	147308.95646755371	-8.0347021150000001e-07	0.024662957411280002	1.431	32134.897381250001	-6.93394658e-07	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
0	31	15.939857995103575	159.39857995103574	3316713749.4612451	3154101.0544962864	178339047.95820886	10402546.849893326	0.095698459026809055	0.0034124653174891118	0.00014411956865734439	6.0544798399999964	126513.09777918106	-7.5910662300000006e-07	0.024807104156160002	8.0250000000000004	32134.897381250001	-6.4909118999999997e-07	nan	nan	nan	1.1000000000000001e-07	1	0	0	0	0	0
