i	j	odmr:mTesla0	odmr:Gauss0	odmr:resonanceFrequency0	odmr:resonanceFrequency_err0	odmr:FWHM0	odmr:FWHM_err0	odmr:contrast0	odmr:contrast_err0	odmr:sensitivity0	odmr:integrationTime	odmr:intensity	afm:height	afm:amplitude	afm:phase	afm:frequency	afm:scanHeight	afm:refPointX	afm:refPointY	afm:refPointZ	afm:zDist	afm:success	moke:difference	moke:A	moke:B	moke:arctan((A-diff)/A)	moke:difference/(A+B)
0	0	nan	nan	nan	nan	4.9999999999999999e-13	0	0	nan	nan	7.2954931200000006	88708.602606426692	-1.4258625205000001e-06	0.024308142703440002	16.673000000000002	32195.758847500001	-1.295779936e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	1	13.244357465444168	132.44357465444168	2498827522.5280542	17274920.671586316	396000000	78800716.922776222	0.029356814318044096	0.0024720813842159903	0.0012749721163670073	7.0756096000000008	84697.295905076491	-1.7227364605000001e-06	0.02409239017038	17.600999999999999	32195.758847500001	-1.5924979180000001e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	2	nan	nan	nan	nan	4.9999999999999999e-13	0	0	nan	nan	7.3045708800000009	89234.400036378313	-1.7169650850000001e-06	0.024231779327160002	18.606999999999999	32195.758847500001	-1.5868068810000001e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	3	nan	nan	nan	nan	4.9999999999999999e-13	0	0	nan	nan	7.2521216000000006	54472.611159746681	-1.9485422659999999e-06	0.023996483079960003	12.567	32195.758847500001	-1.8184168585000001e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	4	24.966874755891855	249.66874755891854	3569695457.6358061	37994028.746533975	396000000	133921091.84688221	0.021006727848488137	0.0026180322145232756	0.002216651786978214	7.0503936000000005	54723.895131188132	-1.9459409639999998e-06	0.024213870523020001	17.363	32195.758847500001	-1.8157563105000001e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	5	7.3074964673603269	73.074964673603262	2665207764.892756	16267885.929802943	266918304.2239362	59028842.668751933	0.029347406218926973	0.0035807109189207593	0.00096136574560399569	7.072583680000001	67723.341521496128	-2.0969219534999998e-06	0.024106872203160001	16.925000000000001	32195.758847500001	-1.9668352275000001e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	6	6.2643422946389498	62.643422946389499	2694442110.1363368	20042765.590034589	396000000	89016976.766293481	0.029617452604757621	0.0027749839689625872	0.0012904247571324109	7.0150912000000005	81232.158464311899	-2.0989608090000002e-06	0.022332161049060002	17.818999999999999	32195.758847500001	-1.9687541114999999e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	7	nan	nan	nan	nan	4.9999999999999999e-13	0	0	nan	nan	7.021143040000001	82402.964403927021	-2.3000330485000002e-06	0.023311413282300002	14.777000000000001	32195.758847500001	-2.1699705665000003e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	8	5.3266469889300234	53.266469889300232	2720720975.7318845	11500060.428617507	297953688.49946362	43727368.319186732	0.037582438703707512	0.0028373166983535879	0.00075559687146953855	7.1139379200000006	83300.136529726689	-2.3023780834999997e-06	0.023384134079100002	14.861000000000001	32195.758847500001	-2.1722038195000003e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	9	9.0827188126538747	90.827188126538744	3124542755.4843431	3511092.6174830687	53570549.682625577	9975974.7173993401	0.04868958320687735	0.0063884978970233253	0.00010377000287547906	7.0927564800000011	85061.851721715939	-2.3752046285000002e-06	0.02422899344052	14.701000000000001	32195.758847500001	-2.2451170004999999e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	10	7.8088362800517466	78.088362800517473	3088842259.1131277	24325386.305043384	396000000	107558450.64666592	0.030284329546535309	0.003419917107986795	0.0012216585225079811	7.0796441600000009	86686.842746627532	-2.3731266955000003e-06	0.02352620121846	15.089	32195.758847500001	-2.2430982420000004e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	11	7.5703956871642566	75.703956871642561	3082159973.0284429	809299.98813587963	15751612.241002932	2299661.6861376651	0.12993775272688862	0.013400380301106702	1.0797154412146835e-05	7.029212160000001	95380.390396411065	-2.4085132005000001e-06	0.023773579450560002	19.009	32195.758847500001	-2.2784684284999999e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	12	7.3548516705262514	73.548516705262514	3076119362.3858714	823239.73818304879	17236634.187467318	2335331.0860538511	0.12852163441821454	0.012303877641858228	1.2779633116469913e-05	7.0413158400000011	83332.435773822624	-2.408476444e-06	0.023825190289440003	18.844999999999999	32195.758847500001	-2.2784541504999999e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	13	7.2762037027496476	72.762037027496476	3073915256.8923478	847421.79024084134	17030767.530232258	2398066.8446800811	0.1176234484492234	0.011709071852408211	1.3616697370412178e-05	7.0655232000000003	85553.04156385758	-2.483930361e-06	0.024389472936300002	18.943000000000001	32195.758847500001	-2.3538633909999999e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	14	7.168767867647154	71.687678676471535	3070904372.8091974	2037145.4558655852	43604806.841590814	5775678.802603662	0.090271802932959208	0.0084390416177029682	4.5572995217393288e-05	7.0746009600000006	85005.64249492313	-2.4855645375000001e-06	0.024024992640540001	24.009	32195.758847500001	-2.3555025889999997e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	15	6.8718245723794098	68.718245723794098	3062582551.3194966	1070076.8488210088	22731620.12926827	3027655.6591598429	0.11855586581172979	0.011162658043382474	1.8496516187628174e-05	7.0201344000000008	81307.987493800683	-2.5507736649999999e-06	0.02407499145816	23.429000000000002	32195.758847500001	-2.4207733165000001e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	16	6.7152951318739422	67.152951318739426	3058195821.3190947	701192.88877128158	16182115.628314264	1975032.449426319	0.1515239541029117	0.013087332168993443	1.0205930290726523e-05	7.0756096000000008	82851.659876768768	-2.5516670630000001e-06	0.024115390084260002	26.683	32195.758847500001	-2.4215011755000003e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	17	6.4719140367746792	64.719140367746789	3051375077.8988476	1161214.625099147	28211304.406798642	3286584.3664866639	0.1125466789470432	0.0092664949290796987	2.2815518855700704e-05	7.0070220800000005	91331.095106239474	-2.591636212e-06	0.024131837278860001	25.571000000000002	32195.758847500001	-2.4616532710000001e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	18	6.2198585418278602	62.198585418278604	3044311234.8423667	2152260.3588098222	55397167.012768917	6116839.3835549774	0.074475681829318741	0.0057928650221451992	6.7127086986853087e-05	7.1361280000000011	92907.105926351083	-2.5940227500000002e-06	0.023780148518940003	24.117000000000001	32195.758847500001	-2.4639172360000001e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	19	6.0960223256678168	60.960223256678169	3040840730.8732009	2837422.2581734811	69052554.638130918	8098159.2996757282	0.072821931943847076	0.0059957525193209855	8.403499298757044e-05	7.0322380800000008	96341.448098412497	-2.5943531405000001e-06	0.023525494937340002	21.283000000000001	32195.758847500001	-2.4638262660000002e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	20	5.8912883527519408	58.912883527519412	3035103071.1831684	3811784.0963223241	103825445.85842179	11086334.926641669	0.062451673690422642	0.0046096505736091583	0.00014702240204378288	7.017108480000001	96749.965022629927	-2.5946819305e-06	0.023531259630000002	19.513000000000002	32195.758847500001	-2.4645229400000001e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	21	nan	nan	nan	nan	4.9999999999999999e-13	0	0	nan	nan	7.0342553600000004	95627.463828666005	-2.5747390624999999e-06	0.023937282988860002	20.504999999999999	32195.758847500001	-2.4446314200000003e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	22	nan	nan	nan	nan	4.9999999999999999e-13	0	0	nan	nan	7.0201344000000008	97248.56549754944	-2.5739511325000002e-06	0.024161056390380003	19.955000000000002	32195.758847500001	-2.4438956795000003e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	23	nan	nan	nan	nan	4.9999999999999999e-13	0	0	nan	nan	7.0473676800000007	93665.327250245013	-2.556003692e-06	0.023850838757520001	19.079000000000001	32195.758847500001	-2.4259348465000001e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	24	nan	nan	nan	nan	4.9999999999999999e-13	0	0	nan	nan	7.0655232000000003	93791.072683761056	-2.5564703285000001e-06	0.023720922269280003	14.468999999999999	32195.758847500001	-2.4263716454999999e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
0	25	6.9131188916684012	69.13118891668401	3063739822.6205773	3629665.2527400516	90867844.111878321	10469518.082128335	0.065701752200940433	0.0052688994556939752	0.0001337733852665432	7.013073920000001	80877.088487896603	-2.5088531050000003e-06	0.02362367128284	14.155000000000001	32195.758847500001	-2.3787847929999998e-06	nan	nan	nan	1.3e-07	1	0	0	0	0	0
