i	j	odmr:mTesla0	odmr:Gauss0	odmr:resonanceFrequency0	odmr:resonanceFrequency_err0	odmr:FWHM0	odmr:FWHM_err0	odmr:contrast0	odmr:contrast_err0	odmr:sensitivity0	odmr:mTesla1	odmr:Gauss1	odmr:resonanceFrequency1	odmr:resonanceFrequency_err1	odmr:FWHM1	odmr:FWHM_err1	odmr:contrast1	odmr:contrast_err1	odmr:sensitivity1	odmr:integrationTime	odmr:intensity	afm:height	afm:amplitude	afm:phase	afm:frequency	afm:scanHeight	afm:refPointX	afm:refPointY	afm:refPointZ	afm:zDist	afm:success	moke:difference	moke:A	moke:B	moke:arctan((A-diff)/A)	moke:difference/(A+B)
0	0	2.4037219357553328	24.037219357553326	2802635808.9944496	2803454.7800688292	62397690.54604505	8749196.2637577094	0.1092918027801898	0.014737523393155112	5.3490677287249801e-05	0.20048090215191952	2.0048090215191952	2864381532.4124489	6746640.7310955217	61985720.311727755	30175878.467135809	0.099068182459504717	0.011537667210575905	5.8621189647307373e-05	7.1040199999999993	86199.363177468535	-3.3815176560000002e-06	0.023142955425720001	6.569	32133.655913750001	-3.3012663254999999e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	1	2.0335988731490797	20.335988731490797	2813008489.9248385	2166473.9844819889	64119092.367920086	9626276.1503575128	0.10142994926197704	0.010294209068409398	6.4927177127737564e-05	1.1534097659803504	11.534097659803503	2902324252.912703	4129624.7567453664	109479136.13435237	28073243.135735922	0.10380945129706907	0.0044994383752012899	0.00010831779977108982	7.1225774399999988	71727.82666157998	-3.3630319249999999e-06	0.023763528023880001	5.157	32133.655913750001	-3.283049957e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	2	nan	nan	nan	nan	5.000308105464797e-13	1.9855529073190791e-09	0	nan	nan	1.9271572939119526	19.271572939119526	2924008489.9645557	10164965.624706669	49020395.591897219	15866554.1958663	0.20699687902915145	0.040028564668442693	2.2099003344914535e-05	7.0112327999999993	86891.851601333226	-3.3609352645000001e-06	0.021063212573280001	2.0449999999999999	32133.655913750001	-3.280525292e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	3	2.1437591198840007	21.437591198840007	2809921254.3374419	2090320.927696981	81222410.42358689	11181952.069287324	0.15685639358354475	0.013545534798230547	5.268399066579292e-05	nan	nan	nan	nan	51111190.042499341	176035215.67531273	0.59999999999999998	5.3402999147957146	8.6670191951371775e-06	2.3892703999999996	73095.117237462968	-3.3941250145000003e-06	0.023454879904620002	5.5730000000000004	32133.655913750001	-3.3140953835000002e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	4	2.3868285666863858	23.868285666863859	2803109244.8456435	995296.35486826114	53120742.363769062	3561764.1660285462	0.16818986973954947	0.0062194922340371023	3.1416525358965897e-05	nan	nan	nan	nan	19856266.370104168	163585798.99017155	0.59999999999999998	10.805749613437545	3.2918511496276619e-06	3.6360983999999994	76473.452973659907	-3.3959802360000001e-06	0.023065480310640003	5.6390000000000002	32133.655913750001	-3.3159010279999998e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	5	2.6980891463188774	26.980891463188776	2794386182.1540046	1092910.4116409849	62831049.337281339	4097850.6197645948	0.17432972730785803	0.006039928848873416	3.5898458474121556e-05	1.5714952492689023	15.714952492689022	2914041078.3632507	29105674.367035609	71071238.733433619	40701057.646451533	0.051995796609448197	0.021726824349595227	0.00013614402513659291	3.7230863999999997	76269.785197571575	-3.4306093635000002e-06	0.023658661626660003	5.8870000000000005	32133.655913750001	-3.3505867010000001e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	6	2.888752875563108	28.887528755631081	2789042840.362433	1129560.151432351	63902729.35931287	3303990.9657356436	0.16375716651342381	0.0058247589481101054	3.850925980152483e-05	nan	nan	nan	nan	4.9999999999999999e-13	0	0	nan	nan	3.6337787199999996	77697.356321135594	-3.4316855925000001e-06	0.023659354828500002	5.0030000000000001	32133.655913750001	-3.3515580065000003e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	7	2.9872067389913544	29.872067389913543	2786283675.6010852	1068423.1250455773	62948009.556070767	3120698.9462384977	0.16029567479623805	0.0054736558020160673	3.8727032140144303e-05	nan	nan	nan	nan	4.9999999999999999e-13	0	0	nan	nan	4.8678484799999993	77801.928625354427	-3.4605599325e-06	0.023510787286980001	6.0910000000000002	32133.655913750001	-3.3804696475000004e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	8	3.1825371444700226	31.825371444700224	2780809550.4337239	1128713.6527565857	71634531.121245578	3390084.4895957117	0.16235797392335266	0.0051613853471794329	4.4915516973818002e-05	0.81567902488315736	8.1567902488315731	2892859365.2261128	775196.55192100094	6019127.3119910732	2274627.8010988748	0.069012400646579874	0.017657846828973329	8.8787943622087412e-06	3.7509225599999998	73013.504176423201	-3.4644361510000002e-06	0.023016227011980001	4.2270000000000003	32133.655913750001	-3.3844199730000001e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	9	3.0584205040701433	30.584205040701434	2784287913.2786498	1312711.4178825384	74189230.675540894	3903440.8178098826	0.16432140438454201	0.0058641249570199148	4.4462435233135789e-05	nan	nan	nan	nan	4.9999999999999999e-13	0	0	nan	nan	3.6384180799999997	78019.895943349096	-3.4912268655000002e-06	0.023609114044200002	5.5650000000000004	32133.655913750001	-3.4111628430000005e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	10	3.0451730329240299	30.451730329240299	2784659173.0168719	916303.47739069804	55987849.649116635	2653171.9542322429	0.1453876928586714	0.0047802550787532849	3.8873604025511566e-05	nan	nan	nan	nan	4.9999999999999999e-13	0	0	nan	nan	7.0344295999999993	74254.208187683063	-3.4936175450000003e-06	0.023096386649280001	14.655000000000001	32133.655913750001	-3.4133796950000004e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	11	2.8495700933451515	28.495700933451516	2790140935.9392118	1124430.592767739	71356360.259936288	3326915.1902050627	0.17270596715295708	0.0054854360576808391	4.1025774948558911e-05	nan	nan	nan	nan	4.9999999999999999e-13	0	0	nan	nan	3.6360983999999994	76742.42259230389	-3.5037386945000001e-06	0.0225770771067	82.248999999999995	32133.655913750001	-3.4236328280000002e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	12	2.7238832736449239	27.23883273644924	2793663302.9830961	1053816.4070056747	62858945.641299322	3230726.3279368412	0.18442962118554312	0.0061862297091874359	3.0830302353346185e-05	0.50122065556348616	5.0122065556348616	2884046684.6331358	3914068.4484961596	13807644.940254208	11867364.56928841	0.023028825025473657	0.013097584392233016	5.4236192901597887e-05	2.3556350399999997	92473.153226656039	-3.4960592645000001e-06	0.023593628176680002	76.236999999999995	32133.655913750001	-3.4159451700000004e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	13	nan	nan	nan	nan	5.000770042235719e-13	0	0	nan	nan	2.3520910090613167	23.520910090613167	2935917236.7818222	4064582.0915544778	27601250.84852989	11794476.130482897	0.14581083555380592	0.031353399387499065	1.8361619198180891e-05	7.0889420799999989	80418.20536358509	-3.5057697235000001e-06	0.02316898973256	77.236999999999995	32133.655913750001	-3.4256980395000004e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	14	2.4216845185485742	24.216845185485742	2802132408.4803395	1098683.0892721869	64636196.974064119	3393900.837785258	0.15091754511665853	0.0051415624253783581	4.189580998352752e-05	2.4622675416278095	24.622675416278096	2939004928.778861	1621117.7554189432	27089814.000184745	4155497.5036800471	0.12471652335782701	0.0082735763890866374	2.1247926478551868e-05	4.8411721599999993	79073.205279276837	-3.5061135450000001e-06	0.023969641127580002	61.559000000000005	32133.655913750001	-3.4260990830000003e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	15	2.3845730788393227	23.845730788393226	2803172454.7834821	1298813.8662228913	56407798.524340332	3950971.9859937648	0.15845933998253439	0.0073126812300050486	3.3061897197249329e-05	2.4721187311445356	24.721187311445355	2939281007.8886638	1677702.639107673	30916861.348529071	5029363.2118568951	0.13221135650278526	0.010167145127370695	2.1718663695248568e-05	2.4577009599999999	87717.343773182234	-3.5237312770000001e-06	0.023619953497500002	57.134999999999998	32133.655913750001	-3.4437276995000001e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	16	2.2361885829749961	22.361885829749962	2807330923.1042056	1186880.3257779761	63867126.400619932	4934579.0022583753	0.16600897190784178	0.0066481936492749777	3.6106254236361079e-05	nan	nan	nan	nan	23132356.241120409	336022421.03777838	0.55756524852583977	17.646953183686616	3.8936848192181031e-06	3.7636807999999995	85906.328719481215	-3.526681026e-06	0.022059696757920001	36.338999999999999	32133.655913750001	-3.4466484745000002e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	17	2.2352397171165093	22.352397171165094	2807357515.0240026	939865.58182008006	60864033.384094059	2926928.0175965517	0.15725001244083661	0.0048338452880268131	3.7187898670396503e-05	2.3498648770495381	23.498648770495379	2935854849.5398479	1281393.6977049105	35358009.23783531	3789649.5221851151	0.13848035655723068	0.0065390406857634446	2.4531902509914742e-05	4.9977505599999992	81966.275643816858	-3.5480163290000004e-06	0.02212104839058	33.743000000000002	32133.655913750001	-3.4682689030000003e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	18	2.2564592940027057	22.564592940027058	2806762837.4079456	1181221.9043168395	72902836.100277185	4149986.1089073112	0.17026539165370672	0.0051809479217994631	4.0570989817402852e-05	nan	nan	nan	nan	47162980.425735123	12338742.195137409	0.10465365315158082	0.083227397960951091	4.2701625817451155e-05	3.6790124799999995	84275.876117712993	-3.5515482750000005e-06	0.023799541821360001	21.583000000000002	32133.655913750001	-3.4714644195000001e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	19	2.1256970195743516	21.256970195743516	2810427443.8251367	1019097.5331150608	82475228.215565681	3452438.6136676702	0.17093830222226092	0.0040289970548606962	4.3740086346743277e-05	2.3870400101374467	23.870400101374468	2936896680.8468471	1493382.0223378248	46489392.349274166	4313275.1771887913	0.16652785268226816	0.0055862655390890312	2.5308271449364626e-05	4.8771271999999994	92067.723802651701	-3.5597125135000005e-06	0.02112137286162	19.675000000000001	32133.655913750001	-3.4792464299999997e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	20	2.1630068134937672	21.630068134937673	2809381838.6548467	1178401.8018515843	69761060.46245946	4277536.9046219559	0.17842651569174223	0.0058135986196915903	3.6640486285582346e-05	nan	nan	nan	nan	48293611.378433056	9898314.3034137469	0.15166885275470615	0.15828921159541753	2.9840138258795111e-05	3.5583891199999997	86155.557939655584	-3.5622854079999998e-06	0.023135680076220001	5.0590000000000002	32133.655913750001	-3.4821256635000003e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
0	21	2.0178945417622121	20.178945417622121	2813448603.052494	1221235.0995270475	58332484.818595521	4002267.6434053141	0.16471656227701095	0.0066843757107560558	3.3804659710592643e-05	2.3931293329519217	23.931293329519217	2937067333.8242431	8160745.9126351625	38008725.86524611	6441663.0542921443	0.17758409156960173	0.052285788463348429	2.0430670278110338e-05	3.7741193599999994	83040.828894187405	-3.5729428735000003e-06	0.023496713981700001	9.4930000000000003	32133.655913750001	-3.4929195400000002e-06	nan	nan	nan	8.0000000000000002e-08	1	0	0	0	0	0
